latitude,longitude,distance_from_isr,groundwater_depth,pH,EC,TDS,sulfate,nitrate,chloride,iron,manganese,arsenic,rainfall,hydraulic_conductivity,porosity,season,phase,synthetic_data,risk_level
22.681085366868786,86.0246474559829,1.6897605131880429,5.067818438154948,,,3384.0,1194.0,,,0.18,,,33.20608135245412,0.2567848047953271,0.2534964598561268,pre-monsoon,mining,False,1
22.450947078657272,86.14763996690296,0.6138655135960577,32.94920456970813,7.4,10963.0,5720.0,2976.0,5.79,1275.0,5.0,0.305,0.375,90.34353875011963,0.5200513926073282,0.2829243291318476,post-monsoon,mining,False,2
22.726461063282,86.03931826035102,0.6342656271877919,31.922610357896446,7.45,6900.0,5450.0,1730.0,0.67,1513.0,0.51,0.67,0.007,81.02205888344231,0.8715773899136062,0.23873974054429287,post-monsoon,mining,False,2
22.877674714093903,86.27307070544705,1.3221702028660407,23.32017885558508,7.0,6020.0,4640.0,1370.0,0.22,1290.0,0.02,0.75,0.006,0.0,7.4499562553433885,0.26668862358727763,winter,mining,False,2
22.656366032150054,86.30965268075427,0.8951463470072336,28.72298610805473,7.68,2626.0,1591.0,273.0,,331.0,,,,121.4626695258986,2.5791901780566375,0.25948714509430654,pre-monsoon,mining,False,1
22.89232476680882,86.43158752021449,3.421631821455004,55.06798006018889,,,,,,,,,,358.7369425054214,7.627847087128553,0.17064753200249927,monsoon,post,False,0
22.580768039319597,86.53254265309282,5.651980455049837,16.138732435830228,,,,,,,,,,104.20834176759287,1.5661810990662948,0.22082835215805718,pre-monsoon,post,False,0
22.806579672910054,86.23677793289005,7.920596591480254,34.81434692228956,,,,,,,,,,126.7810172973204,0.709016290072491,0.27521360256847516,post-monsoon,post,False,0
22.55919955891423,86.1914794931598,3.105034384417411,43.57651056838878,8.36,2383.0,1359.0,265.0,0.53,432.0,0.01,0.01,0.002,263.9883513865177,1.6108366512739007,0.2438561976033342,monsoon,post,False,0
22.799606761120746,86.36524467733895,3.777164334683736,57.41073576670612,8.17,3448.0,1875.0,105.0,2.1,903.0,0.01,0.01,0.004,340.4768433548695,2.1923528943511252,0.21096618277566448,monsoon,post,False,0
22.70036695943132,86.34859362424882,1.117043625685889,38.55332655879456,8.0,2715.0,1560.0,188.0,0.41,629.0,0.005,0.18,0.002,20.06046917368146,2.147355371582228,0.20954725229652946,winter,post,False,1
22.5081778476127,86.24548398657488,2.3508501111903617,19.03088120650594,8.22,2025.0,1181.0,158.0,0.05,480.0,0.9,0.16,0.014,0.0,5.548122662023559,0.2072597761352375,winter,post,False,0
22.607013046894618,86.36106485352062,4.828294777987646,39.401298630266496,,,,,,,,,,27.825491746969366,1.4448475265764953,0.19722942228046345,winter,post,False,0
22.55881781718178,86.56122882173989,4.5835269526472855,22.62701389229089,7.97,,6065.0,81.0,0.01,3226.0,0.12,0.031,0.017,97.4627331723152,2.745541175796173,0.38689797263656367,pre-monsoon,post,False,1
22.43905419654018,86.28058415397595,2.899149867363162,58.68706148804392,7.89,,6155.0,102.0,0.01,3326.0,0.16,0.063,0.003,57.40296421228229,0.8215050009569458,0.2678506642711333,post-monsoon,post,False,0
22.414917385049847,86.11804530845038,4.649531694055277,26.98218743400003,7.8,,1395.0,142.0,1.5,684.0,0.12,0.02,0.005,35.092028160696174,2.9994613747524492,0.3032055432642843,winter,post,False,0
22.57323932770359,86.2263235897298,3.5248131514195142,42.698524641855784,,,1366.0,142.0,2.17,634.0,0.186,0.018,0.003,322.52529568110685,2.0056032247367805,0.2206553519128646,monsoon,post,False,0
22.40951707390874,86.23646418955587,5.792159036441926,6.277517029071716,,,,,,,,,,39.84263928960969,1.0184839276052267,0.23884259936883706,pre-monsoon,post,False,0
22.482743878790885,86.07866521581573,3.0613075901845503,27.003379537411544,,,,,,,,,,69.32180902510106,1.6175307444538058,0.2071867611177787,winter,post,False,0
22.762591660425432,86.09772290033273,1.9489717210902726,53.13091873273814,,,,,,,,,,333.7232653966453,1.6945021971431231,0.1,monsoon,post,False,0
22.754045617841793,86.4107372440362,3.162552996586913,38.56250944382852,,,,,,,,,,103.86637467031873,1.5683240484939396,0.16731944338912802,post-monsoon,post,False,0
22.76929019322869,86.20368665252533,0.32138183963122374,29.416858751778697,,,,,,,,,,0.0,9.84884607525236,0.14136287920117632,winter,post,False,0
22.55857658556499,86.57293903511348,3.26843326860916,56.47656246896492,,,,,,,,,,145.8695268418464,1.8304206036099784,0.11501297332290356,post-monsoon,post,False,0
22.845009728558846,86.14615804721517,0.2,51.9691406880976,8.59,1861.0,1075.0,129.0,0.92,347.0,0.01,0.08,0.004,368.079573389195,1.6058298788074676,0.17827846154211385,monsoon,post,False,0
22.696915274014223,86.0593547030629,0.748163566359173,22.721862060261603,,,,,,,,,,344.5250047204922,0.3028375725829435,0.32949734076289783,monsoon,post,False,0
22.46301317087331,86.45210273780015,3.4298919270502592,34.950162112273674,8.32,1461.0,900.0,170.0,0.81,138.0,0.03,0.014,0.027,367.2663952999968,0.8943666755985632,0.24733382993773873,monsoon,post,False,0
22.471859330727767,86.52862163115071,3.4923025250062563,31.94033408508545,,,,,,,,,,17.70541713156569,1.5783517377216245,0.32743382573927043,pre-monsoon,post,False,0
22.74654771346485,86.1668680141229,1.1080376698161671,39.77113750631743,,,,,,,,,,125.47592225257972,1.0788328604437276,0.27465895461405254,post-monsoon,post,False,0
22.48647196822104,86.12125286098728,1.5186462341192137,23.376119682731556,,,,,,,,,,15.280456735107094,6.935714070138015,0.29695352954290954,winter,post,False,0
22.65364635079102,86.11145968092265,6.525185773931313,18.431275042123854,,,,,,,,,,343.877914548547,1.724096564740517,0.1959461802817255,monsoon,post,False,0
22.895887237964352,86.3132073808199,1.7815248230764626,55.19695093905448,,,,,,,,,,335.25033155103546,6.377313995989762,0.28143705725156026,monsoon,post,False,0
22.402003802366668,86.28104998474807,12.0,55.813097472417844,7.96,2158.0,1379.0,195.7,0.03,421.3,0.03,0.163,0.323,7.580457917632458,2.1142102768400743,0.29372285404446075,winter,post,False,0
22.408289900948777,86.15566390391272,2.496642513505102,51.382758716908846,8.21,1542.0,872.0,87.0,1.47,216.0,0.025,0.03,0.03,80.84011834885226,2.0681453373083523,0.21540116246597843,pre-monsoon,post,False,0
22.89654229096525,86.02710387019366,3.326484550077477,58.801243692050875,,,,,,,,,,357.6772055031267,1.8463863002928351,0.28357242223697,monsoon,post,False,0
22.692319417067083,86.28889480419576,7.753177899172028,45.974533917882866,7.98,2474.0,1414.0,129.0,1.62,566.0,0.07,0.063,0.01,369.5524442420912,2.0068449395608288,0.28397126551449,monsoon,post,False,0
22.463454987759256,86.57559940858135,2.740141915973303,47.05669757090998,,,,,,,,,,89.73615931543286,9.393920110945643,0.21702684273219502,post-monsoon,post,False,0
22.848651099877046,86.39151152045159,1.23942795355038,46.94245505794524,8.2,2108.0,1269.0,230.0,1.19,387.0,0.04,0.028,0.006,75.39599433231544,0.24795637054485986,0.1826338940637403,pre-monsoon,post,False,0
22.840190150063844,86.29730393397716,2.315166288139158,31.433419701826857,,,,,,,,,,77.43453768224884,0.330138178499792,0.17895230008610366,post-monsoon,post,False,0
22.668100206555685,86.06641524441777,2.4384515240117,30.10487069828494,7.97,2372.0,1270.0,120.0,5.1,468.0,0.025,0.013,0.01,416.8919552422865,1.226658042122287,0.2551903325152877,monsoon,post,False,0
22.710896014930377,86.15146177432975,0.9617233720913045,18.212445188195176,,,,,,,,,,42.962087507085045,2.0263218931035967,0.2696205921273589,post-monsoon,post,False,0
22.536593595750436,86.17686436974472,2.0900924133970737,40.46505568976097,,,,,,,,,,97.82811970688954,3.7219255779675957,0.20244845017252514,pre-monsoon,post,False,0
22.425259848186002,86.45888213156434,1.4869934551295274,20.9126074856284,,,,,,,,,,391.03722352162913,3.06156327221142,0.2515951204795659,monsoon,post,False,0
22.69728380444543,86.52602647835877,4.774747829228359,19.179462533629493,,,,,,,,,,324.43523582103217,1.41527783121132,0.2842322221683091,monsoon,post,False,0
22.54737759660138,86.54098511213986,2.561310505719834,37.22787557528301,,,,,,,,,,126.8782083166792,5.0042447609976355,0.28709144287991806,pre-monsoon,post,False,0
22.731810523330175,86.59074116495044,2.0510127744484183,27.549031352377376,,,,,,,,,,89.86470848835954,5.0547229477182745,0.3431128072073493,pre-monsoon,post,False,0
