data_source,phase,latitude,longitude,mine,distance_from_isr_km,days_since_injection,injection_rate_gpm,ore_grade_pct,aquifer_transmissivity_m2day,aquifer_hydraulic_conductivity_mday,aquifer_porosity,aquifer_specific_yield_pct,depth_to_water_m,aquifer_thickness_m,rainfall_mm,aquifer_type,season,uranium_ppb,tds_mg_l,sulfate_mg_l,ph,iron_mg_l,arsenic_ppb,risk_class
texas_real,baseline,,,El Mesquite,15.245658257948088,13.48084506431366,0.0,0.1311340013926513,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,39.0,1071.0,61.0,8.53,0.12,7.0,unsafe
texas_real,baseline,,,El Mesquite,8.734398067069737,8.16724685535477,0.0,0.11302535925800541,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,85.0,794.0,90.62,8.83,0.313,38.0,unsafe
texas_real,baseline,,,El Mesquite,8.055113919288466,2.891728864604979,0.0,0.1499602944844444,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,840.0,785.7,83.2,8.61,0.25,86.0,unsafe
texas_real,baseline,,,El Mesquite,5.981472952107149,27.07807189631525,0.0,0.14639540964660397,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,62.0,940.0,102.0,8.98,0.18,2.0,unsafe
texas_real,baseline,,,El Mesquite,18.741669878302066,13.673288695008331,0.0,0.12646002902354156,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,97.0,965.0,96.0,8.74,0.23,1.0,unsafe
texas_real,baseline,,,Gruy,8.203056987048639,6.070900943856909,0.0,0.11552252611069354,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,1120.0,1510.0,1197.0,7.7,0.02,35.0,unsafe
texas_real,baseline,,,Gruy,6.960336939612012,9.178698724519576,0.0,0.14216059821595828,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,45.0,1544.0,214.0,7.85,0.03,83.0,unsafe
texas_real,baseline,,,Gruy,7.285925307639902,17.376587068256878,0.0,0.1341680432118995,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,739.0,1261.0,144.0,7.94,0.073,43.0,unsafe
texas_real,baseline,,,Hobson,12.38653615388706,5.303183488176951,0.0,0.09788986647383269,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,25.0,1111.0,156.0,8.15,0.54,145.0,unsafe
texas_real,baseline,,,Holiday,11.20646692801813,25.698428522771266,0.0,0.12849263586289786,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,400.0,818.8,99.2,8.9,0.07,50.0,unsafe
texas_real,baseline,,,Holiday,11.528983214283919,22.755585895056303,0.0,0.13581026623153603,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,500.0,694.0,93.0,,0.32,30.0,unsafe
texas_real,baseline,,,Holiday,11.654789123951112,21.583888678528105,0.0,0.11005056562598799,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,1600.0,1442.0,92.6,,0.272,80.0,unsafe
texas_real,baseline,,,Holiday,30.0,12.96279119325311,0.0,0.13420950344898092,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,36.0,934.0,90.0,8.88,0.27,8.0,unsafe
texas_real,baseline,,,Holiday,7.052453479123087,18.819265221073294,0.0,0.09774140949644997,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,63.0,1322.0,80.0,,0.09,15.0,unsafe
texas_real,baseline,,,Holiday,6.61856738806753,17.52293906738207,0.0,0.1596279997550288,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,368.0,1486.0,112.0,8.23,0.2,20.0,unsafe
texas_real,baseline,,,Holiday,5.523219540677491,19.4953980466446,0.0,0.1576714911577753,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,100.0,1110.0,61.0,,0.17,50.0,unsafe
texas_real,baseline,,,Kingsville Dome,13.024239925406137,2.5333296341966727,0.0,0.13,150.0,5.0,0.31,15.0,20.0,30.0,720.0,sandstone,monsoon,164.0,997.0,204.0,8.74,0.04,5.0,unsafe
texas_real,baseline,,,Kingsville Dome,17.718476283585854,12.474222065118289,0.0,0.13,150.0,5.0,0.31,15.0,20.0,30.0,720.0,sandstone,winter,1890.0,1035.0,224.0,8.34,0.03,6.0,unsafe
texas_real,baseline,,,Kingsville Dome,8.405246571710908,1.2484252158567744,0.0,0.13,150.0,5.0,0.31,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,338.0,1221.0,364.0,8.7,0.02,8700.0,unsafe
texas_real,baseline,,,Lamprecht,5.436474011977668,14.819724577335569,0.0,0.10435965828805034,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,160.0,2022.9,60.35,7.64,0.332,13.0,unsafe
texas_real,baseline,,,Lamprecht,5.487846104906241,9.89583636998356,0.0,0.1234858761259224,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,266.0,2178.0,617.0,7.61,0.274,5.5,unsafe
texas_real,baseline,,,Lamprecht,13.297555881487598,4.335725665981407,0.0,0.10622699645213797,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,900.0,2076.0,636.5,,0.506,26.0,unsafe
texas_real,baseline,,,Lamprecht,14.057795475927447,3.1020890316765493,0.0,0.14584071171836155,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,450.0,1438.0,344.0,7.0,0.46,10.0,unsafe
texas_real,baseline,,,Las Palmas,6.0370697467616825,5.117789056106583,0.0,0.10391026547971341,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,2913.0,1307.06,96.2,7.686,0.102,27.2,unsafe
texas_real,baseline,,,Las Palmas,10.345186832167204,27.753603551303915,0.0,0.11143045678228829,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,566.0,1390.0,94.0,7.88,0.45,19.0,unsafe
texas_real,baseline,,,Las Palmas,9.652684496408838,17.43183419101185,0.0,0.13522072800977725,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,2400.0,1208.0,103.0,7.83,0.55,30.0,unsafe
texas_real,baseline,,,Longoria,10.261897204561112,10.406094136045112,0.0,0.1657241770832932,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,47.0,1928.3,182.5,8.29,0.04,23.0,unsafe
texas_real,baseline,,,Longoria,15.18156471568743,17.727464744442504,0.0,0.10289561249577744,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,47.0,1928.3,182.05,8.29,0.04,23.0,unsafe
texas_real,baseline,,,Longoria,10.292154506532055,0.6841161308909249,0.0,0.1355220168587566,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,37.0,2013.0,206.0,8.28,0.24,23.0,unsafe
texas_real,baseline,,,McBryde,13.525444850608748,28.75677639724336,0.0,0.17038467538708382,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,272.0,1435.0,112.0,8.23,0.22,17.0,unsafe
texas_real,baseline,,,Moser,9.372426420555547,14.469103108287007,0.0,0.09337462301308466,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,300.0,960.0,39.0,7.8,0.42,76.0,unsafe
texas_real,baseline,,,Moser,10.704842578871656,23.482056817508585,0.0,0.10159413786278908,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,50.0,954.0,123.0,,0.53,20.0,unsafe
texas_real,baseline,,,Moser,13.14442235116541,2.481899997673157,0.0,0.12060713441612964,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,82.0,622.0,18.0,7.8,0.65,6.0,unsafe
texas_real,baseline,,,Moser,3.754409761170166,14.59974992514481,0.0,0.11845670272396154,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,21.0,663.0,10.3,8.18,0.18,0.5,marginal
texas_real,baseline,,,Mt Lucas,7.429227236914537,14.721209830635628,0.0,0.14801826164355533,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,monsoon,293.0,697.8,76.2,7.91,0.18,5.7,unsafe
texas_real,baseline,,,Mt Lucas,6.786945480512133,28.134793649249485,0.0,0.13535845577168248,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,post_monsoon,76.0,740.0,77.2,8.11,0.078,0.7,unsafe
texas_real,baseline,,,Mt Lucas,6.134311631666279,17.15184157128226,0.0,0.09064277613142108,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,winter,77.0,728.5,83.4,8.0,20.0,8.0,unsafe
texas_real,baseline,,,Mt Lucas,7.630392049420245,14.204682031708614,0.0,0.1414284823728861,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,winter,86.0,1122.0,62.0,8.04,0.09,20.0,unsafe
texas_real,baseline,,,Mt Lucas,22.069341083683657,8.009269892756807,0.0,0.11719390808440759,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,258.0,727.0,72.0,7.92,0.03,3.0,unsafe
texas_real,baseline,,,Mt Lucas,5.353368066246166,9.947069920276565,0.0,0.1582590290611377,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,monsoon,125.0,1508.0,192.0,8.08,0.02,3.0,unsafe
texas_real,baseline,,,Mt Lucas,16.089897492333407,15.620172074146133,0.0,0.11608415146988671,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,post_monsoon,47.0,1115.0,167.0,6.9,0.02,3.0,unsafe
texas_real,baseline,,,Mt Lucas,3.2788826680166423,13.1673438091514,0.0,0.11588397420716409,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,winter,334.0,967.0,145.0,,0.01,5.0,unsafe
texas_real,baseline,,,Nell,7.361719692680376,0.6483623964099128,0.0,0.14199881306369597,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,41.0,5383.0,15.8,8.2,,28.0,unsafe
texas_real,baseline,,,O'Hern,9.92320959053164,24.788757725830735,0.0,0.1469167944731485,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,212.0,1053.0,138.0,8.3,0.65,74.0,unsafe
texas_real,baseline,,,O'Hern,12.793765425744871,26.884823155193,0.0,0.13993595715807064,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,371.0,979.0,129.0,8.2,3.52,200.0,unsafe
texas_real,baseline,,,O'Hern,13.7902321346325,4.207472669958323,0.0,0.09262431041147681,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,2000.0,1000.0,160.0,,6.3,50.0,unsafe
texas_real,baseline,,,O'Hern,14.486727978657811,16.621084306171483,0.0,0.1419301377661735,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,307.0,952.0,132.1,8.5,0.63,42.0,unsafe
texas_real,baseline,,,Palangana,7.300840905008766,3.2572722340633065,0.0,0.107065710606214,150.0,5.0,0.25,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,2000.0,878.0,250.0,,0.6,50.0,unsafe
texas_real,baseline,,,Pawlik,6.8196864910020585,20.167202791194352,0.0,0.13521690846539844,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,2.0,2607.0,14.0,,0.27,3.0,unsafe
texas_real,baseline,,,Pawlik,15.059516336571367,8.43701351517025,0.0,0.09843074216769265,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,2.0,1002.0,20.0,,0.29,1.0,unsafe
texas_real,baseline,,,Pawnee,8.02403957244045,19.782679040757053,0.0,0.1398965499476079,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,181.0,754.0,155.0,7.3,,14.0,unsafe
texas_real,baseline,,,Rosita,4.186281138310652,21.80983842860648,0.0,0.17,150.0,5.0,0.3,15.0,20.0,30.0,720.0,sandstone,monsoon,350.0,1933.0,196.0,,0.105,9.0,unsafe
texas_real,baseline,,,Rosita,4.559679103151359,23.05942475752971,0.0,0.17,150.0,5.0,0.3,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,547.0,2045.0,248.0,,0.02,14.0,unsafe
texas_real,baseline,,,Rosita,5.183876864278934,3.232228378676897,0.0,0.17,150.0,5.0,0.3,15.0,20.0,30.0,720.0,sandstone,post_monsoon,586.0,2524.0,496.0,,0.13,68.0,unsafe
texas_real,baseline,,,Tex-1,12.128050875471416,27.48035535412824,0.0,0.13535811877475573,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,45.0,1439.0,181.0,7.56,0.041,23.0,unsafe
texas_real,baseline,,,Trevino,9.802917240472341,6.9064197268464245,0.0,0.11638594989044085,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,15.0,1577.0,189.0,7.6,0.2,89.0,unsafe
texas_real,baseline,,,Trevino,13.619679784700402,1.1223766852853934,0.0,0.1621777981247578,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,36.0,1635.0,239.5,6.9,0.25,32.0,unsafe
texas_real,baseline,,,Trevino,6.964828539847607,16.6455740817445,0.0,0.12022916804911962,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,700.0,1627.0,350.0,7.1,0.06,26.0,unsafe
texas_real,baseline,,,Vasquez,9.898155156845451,11.127668515873163,0.0,0.13071194136545555,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,45.0,2044.0,150.0,,0.03,,unsafe
texas_real,baseline,,,Vasquez,13.099562251288711,24.893692293972396,0.0,0.13596276788231293,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,10.0,1427.0,94.0,7.74,0.04,,unsafe
texas_real,baseline,,,West Cole,7.475392703664368,24.247544161929053,0.0,0.11625980157674518,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,178.0,879.0,92.0,8.7,0.203,119.0,unsafe
texas_real,baseline,,,West Cole,11.837704333094413,9.51416678468146,0.0,0.14044676784566995,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,662.0,1036.0,122.0,8.5,0.72,44.0,unsafe
texas_real,baseline,,,West Cole,6.0500649813025165,28.58698185209235,0.0,0.11817146353268304,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,2.0,1411.5,214.3,8.41,0.48,7.0,unsafe
texas_real,baseline,,,Zamzow,7.238342685834257,8.727535144203559,0.0,0.12087251385890692,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,171.0,2.289,793.0,7.0,0.915,9.0,unsafe
texas_real,baseline,,,Zamzow,7.157650902784521,15.451713876951436,0.0,0.1602146353699664,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,17.0,2234.0,773.0,7.05,0.15,10.0,unsafe
texas_real,baseline,,,Zamzow,4.391719297696818,7.678952717028082,0.0,0.10692650499159966,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,850.0,2575.0,1018.0,7.31,1.06,1.0,unsafe
texas_real,baseline,,,Zamzow,12.054138751339485,28.0813071014689,0.0,0.07650007581049817,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,217.0,2510.0,793.0,7.07,4.06,5.0,unsafe
texas_real,mining,,,Benavides,1.0455047358000393,303.2388500618599,648.9845109012681,0.16572020461307335,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,41600.0,3710.0,1123.0,7.0,5.9,5.0,unsafe
texas_real,mining,,,El Mesquite,0.6088802651699301,567.7672106243731,1046.0295510610206,0.18652767077478233,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,12300.0,2604.8,828.0,6.92,,,unsafe
texas_real,mining,,,Holiday,0.38346496833832266,503.7635326373014,845.2624449457737,0.12101373850742488,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,6800.0,2786.0,911.0,6.95,,,unsafe
texas_real,mining,,,Holiday,0.3716115852329036,336.7214827467518,703.9940503000649,0.08705340970655015,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,16000.0,2726.4,924.0,6.92,,,unsafe
texas_real,mining,,,O'Hern,0.8872834382208432,174.79066747567884,835.7621153769484,0.12311546559974693,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,9000.0,3384.0,1194.0,,0.18,,unsafe
texas_real,mining,,,Pawnee,2.0633094080979233,553.137974582435,1275.6823481037102,0.12365341887055574,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,9800.0,5720.0,2976.0,7.4,5.0,375.0,unsafe
texas_real,mining,,,Rosita,0.8806028201175063,272.2270992352615,800.0,0.17,150.0,5.0,0.3,15.0,20.0,30.0,720.0,sandstone,winter,17400.0,5450.0,1730.0,7.45,0.51,7.0,unsafe
texas_real,mining,,,Rosita,0.7450331633868222,663.351627309592,800.0,0.17,150.0,5.0,0.3,15.0,20.0,30.0,720.0,sandstone,monsoon,23700.0,4640.0,1370.0,7.0,0.02,6.0,unsafe
texas_real,mining,,,West Cole,0.9496632152040771,259.7629335032972,783.9829424607407,0.14285093250645317,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,10000.0,1591.0,273.0,7.68,,,unsafe
texas_real,post,,,Benavides,1.9118275309430526,1983.4961199251277,732.8989328906862,0.17551532914591028,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,1040.0,1359.0,265.0,8.36,0.01,2.0,unsafe
texas_real,post,,,Benavides,6.953893624488343,967.5504264046356,826.1886239172816,0.1338129723750857,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,279.0,1875.0,105.0,8.17,0.01,4.0,unsafe
texas_real,post,,,Benavides,1.1518378007995829,2102.294429723481,511.1849898196126,0.12252030101268101,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,1500.0,1560.0,188.0,8.0,0.005,2.0,unsafe
texas_real,post,,,Benavides,1.3364031901304114,1028.8470840538382,303.5582954781415,0.12685128351384511,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,870.0,1181.0,158.0,8.22,0.9,14.0,unsafe
texas_real,post,,,Brelum 106-200,1.896608224443465,2073.4490871059024,433.2039508032145,0.091624853077325,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,25.0,6065.0,81.0,7.97,0.12,17.0,unsafe
texas_real,post,,,Brelum 106-200,2.491052782084339,2173.44188476257,614.0632127773004,0.13364512675853774,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,13.0,6155.0,102.0,7.89,0.16,3.0,unsafe
texas_real,post,,,Bruni,2.229730448172367,1942.6336443556715,659.4994636169365,0.12134202503758545,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,1185.0,1395.0,142.0,7.8,0.12,5.0,unsafe
texas_real,post,,,Bruni,3.166392464506529,1913.3208030027276,1271.8984403886898,0.1709728547772643,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,3020.0,1366.0,142.0,,0.186,3.0,unsafe
texas_real,post,,,El Mesquite,1.0651563432678477,1501.6391752715706,910.0035379566723,0.13393350300602475,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,308.0,1075.0,129.0,8.59,0.01,4.0,unsafe
texas_real,post,,,El Mesquite,1.9786292824610858,1731.4322526082433,1032.0978053836725,0.12282038592139495,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,2530.0,900.0,170.0,8.32,0.03,27.0,unsafe
texas_real,post,,,El Mesquite,0.987889755913586,1081.698934240144,741.7404930549376,0.12961056965151288,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,1360.0,,,,,,unsafe
texas_real,post,,,Hobson,5.0441099174464785,1377.7653531496665,765.1283589581403,0.09217962195699253,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,206.0,1379.0,195.7,7.96,0.03,323.0,unsafe
texas_real,post,,,Holiday,3.64359757295653,1376.3101847741216,899.4618325424711,0.09417510638587898,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,1130.0,872.0,87.0,8.21,0.025,30.0,unsafe
texas_real,post,,,Holiday,2.24372348608774,1393.3033036450076,693.2118167364308,0.11840946676370664,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,134.0,1414.0,129.0,7.98,0.07,10.0,unsafe
texas_real,post,,,Holiday,2.137398766611861,1285.939416942671,858.1462626481901,0.14740278463018724,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,588.0,1269.0,230.0,8.2,0.04,6.0,unsafe
texas_real,post,,,Holiday,2.8289117096239584,2091.252425399631,922.7472921181295,0.11417085530864188,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,monsoon,780.0,1270.0,120.0,7.97,0.025,10.0,unsafe
texas_real,post,,,Longoria,1.5007005695665152,1803.2375674640477,985.7876504386662,0.12034546722076819,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,winter,1210.0,1860.0,265.0,8.33,0.005,25.0,unsafe
texas_real,post,,,Longoria,1.5815228687551832,2018.9347888236623,542.4549566429998,0.11937657813512327,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,pre_monsoon,1810.0,2208.0,381.0,8.27,0.005,21.0,unsafe
texas_real,post,,,McBryde,2.2309434940420187,1698.6936627044956,200.0,0.16322429229704502,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,1200.0,1727.0,319.0,7.56,0.01,7.0,unsafe
texas_real,post,,,Mt Lucas,0.8952601434226451,2146.5443196818046,640.0,0.08007008603499703,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,monsoon,364.0,578.3,74.7,7.68,0.016,4.7,unsafe
texas_real,post,,,Mt Lucas,1.160140161798788,1917.411336018411,640.0,0.07854945178225539,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,post_monsoon,1221.0,723.0,93.2,7.58,0.018,180.0,unsafe
texas_real,post,,,Mt Lucas,9.04425908974172,1933.6492906780115,640.0,0.10863270723035122,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,monsoon,1700.0,1486.0,228.0,7.28,0.005,3.9,unsafe
texas_real,post,,,Mt Lucas,15.0,2129.835181662529,640.0,0.10970773294539643,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,monsoon,779.0,1072.0,217.0,7.53,0.01,9.0,unsafe
texas_real,post,,,Mt Lucas,1.1009727329230665,1229.3983599909434,640.0,0.1255407943139322,150.0,5.0,0.26,15.0,20.0,30.0,720.0,sandstone,monsoon,1130.0,885.0,216.8,7.52,0.01,5.0,unsafe
texas_real,post,,,Nell,1.931924124763784,1667.098663965802,550.9961524332718,0.1546784135571874,150.0,5.0,0.18,15.0,20.0,30.0,720.0,sandstone,post_monsoon,13.0,5372.0,78.0,7.86,0.71,12.0,unsafe
